testBody
{"firmware":"5.5.3","device":"0E-BF-0B-88-6A-9C","lat":38.2643887,"lon":140.2604198}
{"firmware":"0.9.2","device":"4A-82-24-1E-4F-2D","lat":23.546343,"lon":105.020249}
{"firmware":"1.2","device":"9E-B7-B4-E2-4E-EA","lat":43.5648626,"lon":39.7451425}
{"firmware":"0.47","device":"28-19-91-0B-F2-AD","lat":33.7071551,"lon":8.9714623}
{"firmware":"9.5.8","device":"46-84-54-A9-3C-70","lat":35.202503,"lon":102.521807}
{"firmware":"1.30","device":"1E-40-CA-E6-1A-E6","lat":45.2497275,"lon":19.3967698}
{"firmware":"3.4.6","device":"F9-37-8A-4E-9F-08","lat":22.543096,"lon":114.057865}
{"firmware":"1.1","device":"20-BD-71-CC-53-79","lat":-38.043127,"lon":145.297768}
{"firmware":"3.35","device":"59-FD-BF-DF-89-E3","lat":38.6580874,"lon":-8.7698425}
{"firmware":"8.0.0","device":"97-5A-B2-A7-C9-D9","lat":49.5873403,"lon":20.809162}
{"firmware":"2.41","device":"A6-8C-D0-93-CE-04","lat":49.5054982,"lon":6.2761743}
{"firmware":"6.7.7","device":"66-BE-4E-2F-CC-FA","lat":20.2019487,"lon":-87.4337425}
{"firmware":"9.01","device":"F1-8A-1B-86-E0-A4","lat":50.4350286,"lon":18.0987896}
{"firmware":"0.6.6","device":"8B-EC-3C-49-12-11","lat":-2.2897636,"lon":102.1175404}
{"firmware":"2.0","device":"55-9F-28-58-EC-50","lat":16.4739491,"lon":99.5096031}
{"firmware":"8.1.5","device":"7E-E2-94-0E-41-56","lat":32.030339,"lon":34.8870985}
{"firmware":"5.7.1","device":"8C-2F-78-6C-FA-D3","lat":30.334768,"lon":106.93038}
{"firmware":"9.45","device":"0D-EB-5F-C4-75-C1","lat":14.5807588,"lon":100.8338593}
{"firmware":"7.6.1","device":"01-65-99-BB-81-83","lat":10.5353285,"lon":107.4055814}
{"firmware":"8.3","device":"C2-2C-D8-F9-49-FF","lat":6.7518524,"lon":4.8779969}
{"firmware":"1.51","device":"CE-96-63-C1-2F-B9","lat":47.3845072,"lon":34.9321089}
{"firmware":"0.39","device":"0E-B7-FA-99-02-C5","lat":31.6173469,"lon":131.0471926}
{"firmware":"1.4.5","device":"AD-26-D8-0C-29-E9","lat":30.167585,"lon":120.234391}
{"firmware":"2.77","device":"14-76-EB-FD-90-B1","lat":25.797931,"lon":110.011238}
{"firmware":"0.68","device":"0F-2F-38-B8-83-82","lat":-8.0914709,"lon":112.718192}
{"firmware":"6.9.3","device":"46-8D-BC-CF-90-0A","lat":39.3408388,"lon":23.0126047}
{"firmware":"5.79","device":"3E-E7-A1-06-70-62","lat":49.7683038,"lon":4.7189252}
{"firmware":"1.7","device":"54-BA-A0-A8-CF-C7","lat":43.8363441,"lon":4.3566473}
{"firmware":"0.6.8","device":"6F-20-41-77-91-ED","lat":55.85611,"lon":37.669967}
{"firmware":"0.3.1","device":"33-55-D4-CB-BC-9A","lat":19.3579802,"lon":-99.0806088}
{"firmware":"0.4.9","device":"9A-11-58-C4-24-65","lat":-24.0088421,"lon":-46.4124616}
{"firmware":"6.3","device":"B7-17-2B-BA-20-02","lat":15.016667,"lon":-85.75}
{"firmware":"0.84","device":"68-A4-EC-4F-FE-06","lat":-2.2014533,"lon":125.9369952}
{"firmware":"0.76","device":"58-F9-C1-88-E5-F5","lat":28.7163066,"lon":112.007869}
{"firmware":"4.2.7","device":"D9-7F-C8-AD-6D-51","lat":54.2331,"lon":-125.7533}
{"firmware":"5.4.2","device":"2A-70-0A-8A-DA-20","lat":7.9187344,"lon":125.3297787}
{"firmware":"0.6.9","device":"14-56-05-A2-5F-1D","lat":-15.2634934,"lon":-58.143739}
{"firmware":"9.9","device":"EE-34-17-85-FD-9D","lat":46.9063815,"lon":102.7636515}
{"firmware":"7.84","device":"A8-81-4E-92-F0-70","lat":-6.9325697,"lon":109.6579791}
{"firmware":"0.97","device":"21-FE-12-59-44-58","lat":15.0244769,"lon":102.8355708}
{"firmware":"0.9.0","device":"2C-63-DD-F4-CF-25","lat":49.781138,"lon":14.1671734}
{"firmware":"0.8.0","device":"EE-61-33-E8-E4-81","lat":30.184907,"lon":121.227926}
{"firmware":"0.68","device":"7C-E8-A9-B3-7F-DB","lat":55.6967262,"lon":39.2331589}
{"firmware":"9.13","device":"47-5A-F9-D8-88-E9","lat":15.97431,"lon":43.46381}
{"firmware":"0.8.8","device":"E8-D5-46-EF-83-2F","lat":35.035,"lon":10.90809}
{"firmware":"0.7.8","device":"C2-5D-49-5A-26-CD","lat":-7.6144216,"lon":110.7742709}
{"firmware":"0.89","device":"15-E9-34-F5-90-01","lat":18.9133079,"lon":72.8228652}
{"firmware":"0.5.8","device":"B0-54-D4-0A-2B-72","lat":-21.9948246,"lon":47.3706554}
{"firmware":"0.6.7","device":"74-07-30-B5-14-BD","lat":37.6251173,"lon":139.9049319}
{"firmware":"8.21","device":"16-FE-4A-5A-24-56","lat":-8.3251,"lon":112.4501}
{"firmware":"0.29","device":"80-FC-B1-99-CD-0D","lat":59.2933625,"lon":17.7881616}
{"firmware":"4.9.9","device":"54-C4-7E-1B-FA-39","lat":45.2384571,"lon":-0.8106708}
{"firmware":"1.8.1","device":"87-61-90-3F-75-E5","lat":49.189451,"lon":-0.804935}
{"firmware":"9.69","device":"9B-D0-5D-1F-11-5A","lat":-7.1432,"lon":114.3603}
{"firmware":"1.5","device":"52-11-F8-0C-D6-A1","lat":43.2456198,"lon":26.9297347}
{"firmware":"8.6.9","device":"60-79-E9-37-3A-B3","lat":35.03566,"lon":37.475109}
{"firmware":"8.5.2","device":"0C-B5-49-18-36-BA","lat":40.8005366,"lon":72.1593842}
{"firmware":"1.5","device":"F8-22-2C-F4-74-DF","lat":56.4837532,"lon":84.9815185}
{"firmware":"7.12","device":"E8-BE-D0-18-DB-FD","lat":22.863502,"lon":114.333767}
{"firmware":"0.2.5","device":"4C-F7-76-78-4C-82","lat":40.621506,"lon":119.9745295}
{"firmware":"9.0","device":"EE-02-01-3A-5E-2D","lat":39.959953,"lon":116.298326}
{"firmware":"6.8.2","device":"2F-51-05-B8-64-C7","lat":-22.1678006,"lon":166.4574811}
{"firmware":"0.4.2","device":"A5-57-85-4E-06-2C","lat":53.8072015,"lon":87.372095}
{"firmware":"5.1.6","device":"27-30-20-C7-F5-78","lat":8.1831476,"lon":124.1949463}
{"firmware":"0.22","device":"08-A0-7B-D0-39-59","lat":48.8610504,"lon":2.3237084}
{"firmware":"6.3","device":"CA-D1-AE-1A-0A-FD","lat":-12.2597272,"lon":-38.9646608}
{"firmware":"8.4","device":"C4-F5-70-1A-D0-B7","lat":51.5742615,"lon":5.0840393}
{"firmware":"0.88","device":"7E-33-C0-1A-F4-B7","lat":21.6071636,"lon":105.1492869}
{"firmware":"4.3.2","device":"5B-71-B1-D1-F3-B0","lat":13.039074,"lon":123.3697083}
{"firmware":"2.79","device":"79-B5-AF-14-A5-EA","lat":-16.111792,"lon":-69.5541}
{"firmware":"0.33","device":"59-28-A5-9E-D3-AC","lat":19.3947363,"lon":-70.5263459}
{"firmware":"8.35","device":"98-CF-5B-C5-27-C1","lat":16.48566,"lon":44.43028}
{"firmware":"0.91","device":"B2-DE-CC-1E-6D-F6","lat":29.6516537,"lon":31.3159513}
{"firmware":"0.17","device":"48-5F-D0-36-E9-14","lat":-24.6282079,"lon":25.9231471}
{"firmware":"6.99","device":"1A-93-E1-AA-0B-CC","lat":23.46188,"lon":91.186911}
{"firmware":"0.4.6","device":"FD-42-2B-9A-D4-C4","lat":35.015101,"lon":110.998272}
{"firmware":"0.9.7","device":"4E-31-B3-7C-3E-1F","lat":29.866818,"lon":121.570383}
{"firmware":"0.99","device":"EF-64-55-1A-B6-07","lat":48.6277459,"lon":2.4381665}
{"firmware":"7.29","device":"7F-5C-A3-41-61-2F","lat":39.9368237,"lon":116.4442945}
{"firmware":"2.70","device":"8A-90-94-EC-EF-AC","lat":-6.939897,"lon":106.9506175}
{"firmware":"0.6.4","device":"EA-B7-F5-7F-24-3C","lat":-25.2630014,"lon":-57.0844094}
{"firmware":"7.4.0","device":"BA-01-CE-71-B5-D4","lat":46.068811,"lon":6.568907}
{"firmware":"0.2.8","device":"04-11-13-1A-61-68","lat":21.356694,"lon":110.525677}
{"firmware":"8.8.5","device":"15-83-D8-F3-F5-16","lat":29.588771,"lon":110.442349}
{"firmware":"0.21","device":"93-08-2E-03-07-70","lat":15.5847347,"lon":-86.3503495}
{"firmware":"1.9.1","device":"E8-AD-05-FB-70-6C","lat":47.8632224,"lon":0.8648422}
{"firmware":"0.3.8","device":"9F-8C-2D-9B-7D-D4","lat":14.73927,"lon":44.20664}
{"firmware":"1.2.5","device":"74-D6-77-EF-C8-A6","lat":28.168408,"lon":120.482198}
{"firmware":"0.49","device":"A9-DA-0F-8F-A7-7B","lat":43.4945737,"lon":5.8978018}
{"firmware":"0.8.6","device":"4C-61-7F-F4-F3-79","lat":-6.8723784,"lon":107.5815795}
{"firmware":"5.7","device":"60-5E-DE-C6-60-0B","lat":-7.0964497,"lon":108.6828838}
{"firmware":"0.2.5","device":"94-98-ED-07-49-87","lat":-7.783297,"lon":110.363649}
{"firmware":"0.8.8","device":"81-FC-DF-00-2A-43","lat":59.9344779,"lon":30.3842343}
{"firmware":"5.5.5","device":"CF-03-F6-78-48-03","lat":51.9695974,"lon":15.5383803}
{"firmware":"8.6","device":"E0-82-77-6B-B1-94","lat":40.412369,"lon":117.103146}
{"firmware":"6.12","device":"A8-C0-8B-97-26-F4","lat":43.37822,"lon":115.0594815}
{"firmware":"8.0.5","device":"E2-41-E6-48-BB-B0","lat":30.736899,"lon":84.520832}
{"firmware":"0.14","device":"41-76-73-E1-3F-9E","lat":15.6883639,"lon":120.6208167}
{"firmware":"0.4.9","device":"4B-64-9E-44-92-17","lat":-6.8857846,"lon":111.2219041}
{"firmware":"4.8","device":"31-14-D3-A3-F4-AE","lat":25.6798529,"lon":-100.3622461}
{"firmware":"0.3.6","device":"6E-81-01-A3-A7-A0","lat":27.347756,"lon":118.449526}
{"firmware":"4.93","device":"83-94-B8-56-97-84","lat":16.7137921,"lon":104.7345937}
{"firmware":"5.0.9","device":"C6-77-2D-C2-DB-FF","lat":-6.8316639,"lon":39.2827032}
{"firmware":"5.1","device":"75-44-B9-3E-FB-75","lat":-7.5421424,"lon":109.7651203}
{"firmware":"0.2.5","device":"12-D2-35-43-EB-95","lat":25.8626983,"lon":69.1193694}
{"firmware":"0.95","device":"1D-24-A3-6D-D1-56","lat":69.4326713,"lon":30.8274819}
{"firmware":"9.2.0","device":"0F-C0-68-8B-CB-AB","lat":22.28616,"lon":89.95882}
{"firmware":"1.98","device":"90-10-25-BE-73-80","lat":36.2863829,"lon":120.2504861}
{"firmware":"0.3.0","device":"34-94-28-7C-00-9E","lat":34.010666,"lon":104.395657}
{"firmware":"9.2","device":"02-AE-62-CA-39-14","lat":-33.7677679,"lon":150.825109}
{"firmware":"8.2","device":"B4-EE-FE-3A-7C-8D","lat":2.6715181,"lon":98.8087151}
{"firmware":"0.8.9","device":"2F-AD-6C-1B-2C-9A","lat":-14.226324,"lon":-46.4393054}
{"firmware":"0.1.8","device":"E1-C7-0E-E9-23-06","lat":23.1446758,"lon":113.2532221}
{"firmware":"0.6.8","device":"5B-78-9E-04-C2-8D","lat":50.8579559,"lon":32.3974889}
{"firmware":"7.7","device":"B4-39-FF-3F-F9-83","lat":54.7991023,"lon":105.1718357}
{"firmware":"3.11","device":"E2-8C-1C-87-CB-75","lat":5.976474,"lon":116.115777}
{"firmware":"0.6.1","device":"04-70-3D-93-D6-9A","lat":-6.6591023,"lon":106.2931013}
{"firmware":"5.01","device":"F3-1F-2B-87-46-8F","lat":41.0699247,"lon":-80.6937177}
{"firmware":"0.96","device":"DE-CB-D3-55-99-1B","lat":59.2264806,"lon":9.5943509}
{"firmware":"8.9","device":"25-E0-43-80-5D-B6","lat":14.6790319,"lon":100.6985155}
{"firmware":"0.1.4","device":"75-C9-47-E4-7B-84","lat":28.797983,"lon":116.070639}
{"firmware":"0.1.8","device":"83-A1-35-B0-BE-48","lat":-25.790615,"lon":28.3323137}
{"firmware":"0.6.7","device":"59-1C-09-65-A4-DB","lat":44.1675867,"lon":2.0308233}
{"firmware":"6.81","device":"DD-A5-A6-C8-A0-E8","lat":18.8478608,"lon":-99.1843676}
{"firmware":"5.14","device":"E0-F0-78-D1-70-22","lat":29.3664336,"lon":48.000698}
{"firmware":"1.6.1","device":"02-AA-27-8E-2C-27","lat":41.3337534,"lon":19.8753308}
{"firmware":"0.20","device":"59-F3-6E-03-55-0D","lat":-7.4242735,"lon":-79.5069436}
{"firmware":"3.88","device":"DD-6E-63-65-0D-35","lat":40.8016728,"lon":44.891109}
{"firmware":"0.4.8","device":"E1-94-5E-BB-26-31","lat":32.910459,"lon":119.85254}
{"firmware":"2.5","device":"74-51-56-C8-59-95","lat":44.0738696,"lon":41.9213303}
{"firmware":"3.11","device":"52-31-39-1F-31-72","lat":36.284107,"lon":100.620031}
{"firmware":"1.01","device":"99-52-5D-A4-26-3C","lat":39.2956209,"lon":44.5141851}
{"firmware":"0.98","device":"4F-13-70-99-3A-39","lat":45.4139794,"lon":-75.7103682}
{"firmware":"7.4.7","device":"AD-E0-0B-86-28-40","lat":21.3039859,"lon":-157.8625674}
{"firmware":"6.11","device":"13-EF-9A-C2-D9-F1","lat":-8.4573045,"lon":117.185294}
{"firmware":"0.74","device":"78-F4-ED-F9-67-C7","lat":25.728011,"lon":-80.2454223}
{"firmware":"7.7","device":"32-22-6F-9C-0F-ED","lat":-7.311248,"lon":106.4786051}
{"firmware":"3.7","device":"5A-60-70-15-77-25","lat":39.8494377,"lon":-86.2666463}
{"firmware":"2.00","device":"68-E7-18-0C-E7-AB","lat":48.3606958,"lon":-0.2717072}
{"firmware":"2.9.0","device":"38-59-1B-71-60-51","lat":41.1474096,"lon":24.9362443}
{"firmware":"0.47","device":"D7-A8-BB-95-51-62","lat":-21.816667,"lon":28.783333}
{"firmware":"2.1.9","device":"20-A4-92-21-C1-2C","lat":35.30385,"lon":113.875245}
{"firmware":"0.38","device":"27-25-86-E6-CD-E3","lat":29.385634,"lon":-98.5254159}
{"firmware":"2.7.2","device":"F1-41-70-DE-5A-D3","lat":31.5259995,"lon":49.8905718}
{"firmware":"5.23","device":"7B-32-C9-C6-C9-28","lat":-12.55,"lon":-74.55}
{"firmware":"3.29","device":"49-91-DD-56-CA-44","lat":47.6015566,"lon":-122.3323351}
{"firmware":"2.62","device":"24-AF-0D-3B-50-33","lat":-6.3079232,"lon":107.172085}
{"firmware":"0.58","device":"8B-DF-8F-B7-60-D0","lat":36.6755608,"lon":10.1535196}
{"firmware":"8.59","device":"66-25-1F-58-36-5B","lat":-6.8695345,"lon":111.5170196}
{"firmware":"1.64","device":"3C-2F-A4-46-7F-57","lat":44.0407757,"lon":16.1964988}
{"firmware":"0.65","device":"3E-4E-4C-18-2E-F6","lat":3.957378,"lon":126.679524}
{"firmware":"4.5.0","device":"0D-3C-A2-FC-88-4B","lat":49.6651197,"lon":18.0504041}
{"firmware":"0.59","device":"52-AC-9B-89-C3-D7","lat":55.747854,"lon":37.7783839}
{"firmware":"4.4","device":"41-F6-4F-42-E5-FC","lat":-7.9553448,"lon":112.649662}
{"firmware":"8.61","device":"4B-50-93-62-13-42","lat":-23.9145273,"lon":-52.3400517}
{"firmware":"0.7.7","device":"05-84-DE-0A-46-BF","lat":18.7744983,"lon":98.9989307}
{"firmware":"0.9.4","device":"1D-D2-12-97-21-62","lat":14.3380654,"lon":100.8677256}
{"firmware":"0.4.2","device":"0A-45-4B-DD-64-5A","lat":49.6579309,"lon":18.7059561}
{"firmware":"7.23","device":"BD-BD-A1-0E-FF-C6","lat":55.7279446,"lon":93.768409}
{"firmware":"0.13","device":"06-DB-A2-F8-6A-8A","lat":7.7321516,"lon":8.539144}
{"firmware":"8.44","device":"14-60-B9-75-C3-02","lat":59.834171,"lon":30.5188521}
{"firmware":"0.1.7","device":"FD-6E-36-78-76-F9","lat":11.8495208,"lon":-86.1980589}
{"firmware":"6.2.1","device":"16-0A-DB-28-3D-24","lat":17.0635121,"lon":-96.7300158}
{"firmware":"7.0","device":"52-F1-6F-A5-69-43","lat":50.0116973,"lon":17.0907562}
{"firmware":"3.2.8","device":"BE-6E-F8-99-02-8A","lat":27.817808,"lon":114.917346}
{"firmware":"0.62","device":"31-88-26-0B-AF-55","lat":38.3541519,"lon":22.7869993}
{"firmware":"0.6.1","device":"FD-5A-22-37-03-8C","lat":22.6085156,"lon":113.1882767}
{"firmware":"6.43","device":"23-BB-B2-C8-4E-2D","lat":40.496654,"lon":-74.446092}
{"firmware":"0.60","device":"28-BF-B0-6D-F7-63","lat":31.385597,"lon":120.980736}
{"firmware":"9.25","device":"50-FF-0A-DD-9D-BC","lat":-6.922586,"lon":107.6060501}
{"firmware":"7.5","device":"B2-86-06-60-F2-DA","lat":30.411429,"lon":118.390218}
{"firmware":"9.09","device":"ED-7C-71-43-7E-B1","lat":-7.8748176,"lon":110.3255365}
{"firmware":"0.94","device":"C1-3A-13-63-14-4E","lat":-11.303555,"lon":-41.8561503}
{"firmware":"0.7.7","device":"AB-06-7B-59-DA-D1","lat":43.32756,"lon":76.840271}
{"firmware":"0.26","device":"50-B6-0E-7A-F8-58","lat":49.8582058,"lon":17.1072974}
{"firmware":"8.0","device":"70-EB-C7-5F-22-AE","lat":35.1524362,"lon":-3.6293797}
{"firmware":"0.2.3","device":"A8-8F-A2-51-BB-0B","lat":-7.5284147,"lon":107.7340132}
{"firmware":"7.61","device":"E7-0C-D0-6D-E7-FD","lat":31.540397,"lon":118.486745}
{"firmware":"3.2.1","device":"7B-6D-A0-BA-FF-86","lat":-8.5694,"lon":116.1325}
{"firmware":"1.7","device":"78-27-43-2B-41-45","lat":21.850061,"lon":111.197459}
{"firmware":"0.7.5","device":"CE-95-6B-A5-8F-AC","lat":17.0516148,"lon":-13.9114989}
{"firmware":"8.2","device":"1D-73-1A-E3-58-F2","lat":46.051126,"lon":125.961814}
{"firmware":"0.37","device":"62-3A-CA-3F-24-8C","lat":41.3432066,"lon":-8.5660453}
{"firmware":"5.1","device":"F0-ED-79-08-37-19","lat":40.8926881,"lon":-8.4460592}
{"firmware":"0.67","device":"DD-63-39-8C-AF-69","lat":6.9832415,"lon":2.6636066}
{"firmware":"8.86","device":"FC-0C-DB-9A-D9-17","lat":52.3310677,"lon":20.9706537}
{"firmware":"0.41","device":"61-DF-6F-D0-3E-AD","lat":43.9887651,"lon":18.1798837}
{"firmware":"0.9.5","device":"32-29-E9-A1-FF-51","lat":48.958607,"lon":1.845782}
{"firmware":"4.42","device":"75-2A-DE-D9-9C-56","lat":20.995464,"lon":106.3346061}
{"firmware":"6.5","device":"FC-F4-34-6B-5B-D0","lat":49.7744492,"lon":17.7494174}
{"firmware":"0.27","device":"4F-A6-B4-0C-FF-CD","lat":-8.0546105,"lon":113.8436013}
{"firmware":"7.81","device":"28-AF-25-1B-00-88","lat":14.7976183,"lon":45.7189412}
{"firmware":"8.8.9","device":"47-32-3C-B9-A1-99","lat":26.6849798,"lon":100.7492159}
{"firmware":"0.91","device":"28-AA-A7-D3-32-CD","lat":-26.7162431,"lon":23.9253941}
{"firmware":"6.3","device":"F0-5A-07-9F-D4-43","lat":-6.9620686,"lon":108.4854717}
{"firmware":"0.6.8","device":"7B-91-3D-54-30-7C","lat":4.6839135,"lon":46.6198608}
{"firmware":"0.7.5","device":"81-C9-90-AA-F0-F3","lat":25.431829,"lon":119.015255}
{"firmware":"0.21","device":"AC-53-CA-AD-E5-58","lat":22.324743,"lon":114.211039}
{"firmware":"0.6.3","device":"18-F0-4B-D9-11-D3","lat":49.6574026,"lon":19.4151148}
{"firmware":"7.68","device":"14-FD-D1-9A-82-C3","lat":-8.4642661,"lon":118.7449028}
{"firmware":"6.3.1","device":"3E-FE-1A-15-D7-F5","lat":42.438551,"lon":127.295067}
{"firmware":"7.7","device":"73-24-D7-04-96-2F","lat":50.317117,"lon":30.298167}
{"firmware":"0.89","device":"94-93-61-99-AB-89","lat":20.0910963,"lon":-98.7623874}
{"firmware":"4.68","device":"F4-F5-09-A6-5B-D9","lat":53.6836301,"lon":88.0813924}
{"firmware":"0.18","device":"67-67-26-F0-AD-53","lat":32.38051,"lon":35.50838}
{"firmware":"8.5","device":"8E-51-80-3E-50-EE","lat":21.3026143,"lon":105.3014109}
{"firmware":"5.5","device":"7C-4B-54-C4-39-86","lat":30.335237,"lon":112.239631}
{"firmware":"9.4.6","device":"1A-FE-BE-6C-AF-13","lat":48.7835538,"lon":2.0439219}
{"firmware":"1.4.0","device":"AA-C3-3A-90-4E-5E","lat":-8.3841,"lon":123.2415}
{"firmware":"5.47","device":"02-2C-96-50-D0-2D","lat":22.183206,"lon":112.305145}
{"firmware":"0.74","device":"86-49-3A-31-C5-16","lat":-8.536156,"lon":-77.360077}
{"firmware":"6.4.4","device":"CC-49-6D-84-7D-C2","lat":14.4712676,"lon":121.0441201}
{"firmware":"0.19","device":"7D-CD-84-D6-D9-3F","lat":32.200197,"lon":118.41697}
{"firmware":"9.13","device":"43-22-75-AE-58-50","lat":-3.2342185,"lon":116.234153}
{"firmware":"2.11","device":"50-FF-B1-B1-21-D4","lat":59.3774523,"lon":17.0321193}
{"firmware":"0.3.4","device":"4F-FF-66-3C-62-5A","lat":-18.4315276,"lon":-39.9322068}
{"firmware":"0.2.2","device":"56-2B-6E-23-93-76","lat":-8.5605,"lon":116.4792}
{"firmware":"1.93","device":"A0-28-F1-14-1A-28","lat":-32.9285798,"lon":-60.6923382}
{"firmware":"0.4.2","device":"96-D3-12-34-E1-60","lat":-38.1854517,"lon":175.2102748}
{"firmware":"0.49","device":"E6-E6-DB-75-44-41","lat":33.145166,"lon":117.888855}
{"firmware":"0.1.2","device":"B3-57-61-90-41-F9","lat":35.2617507,"lon":57.973082}
{"firmware":"0.5.0","device":"4F-43-09-55-68-04","lat":5.5433492,"lon":120.8418861}
{"firmware":"7.0","device":"D0-8D-3D-B8-9A-68","lat":4.9918699,"lon":-73.87076}
{"firmware":"4.1","device":"C0-2B-BB-F7-9F-44","lat":10.4572081,"lon":-84.5522224}
{"firmware":"2.78","device":"5E-EF-56-07-60-2F","lat":59.1201253,"lon":37.9014795}
{"firmware":"9.4.6","device":"FF-37-14-B4-42-49","lat":32.8676912,"lon":-80.017511}
{"firmware":"8.2.3","device":"7A-C6-3B-FF-F9-9F","lat":38.006148,"lon":23.7836954}
{"firmware":"0.9.8","device":"91-AE-E8-59-F0-E5","lat":41.4666138,"lon":21.1242667}
{"firmware":"9.31","device":"8A-92-11-42-14-E8","lat":33.38278,"lon":66.27233}
{"firmware":"0.67","device":"60-60-6D-29-7B-AC","lat":34.151624,"lon":109.323479}
{"firmware":"8.7","device":"CD-B3-D0-5A-72-41","lat":50.0142619,"lon":20.096687}
{"firmware":"9.4","device":"41-CF-39-39-D9-0C","lat":27.3526033,"lon":62.3447815}
{"firmware":"0.6.8","device":"08-03-A5-3F-BA-00","lat":26.497765,"lon":101.738528}
{"firmware":"0.9.5","device":"C6-20-51-B1-A6-4B","lat":-33.229046,"lon":-54.3576473}
{"firmware":"0.5.7","device":"26-73-E8-1F-6E-06","lat":28.4630493,"lon":-81.460856}
{"firmware":"5.6.6","device":"C5-19-14-60-46-DB","lat":-6.81482,"lon":106.40417}
{"firmware":"0.1.2","device":"89-F6-AC-E6-A4-2F","lat":54.0809529,"lon":21.4937201}
{"firmware":"0.25","device":"F9-A8-0A-AD-EC-BA","lat":40.266667,"lon":72.1}
{"firmware":"2.3","device":"2E-D0-10-CF-0B-B8","lat":59.3544768,"lon":18.0283975}
{"firmware":"4.99","device":"EC-AE-B8-92-DE-5B","lat":-22.0028763,"lon":27.8428651}
{"firmware":"0.28","device":"E1-D8-38-7E-ED-4C","lat":35.0010118,"lon":-85.3162066}
{"firmware":"7.5","device":"4C-C9-83-E0-B0-57","lat":33.347316,"lon":120.16366}
{"firmware":"3.4.4","device":"7B-D5-67-B1-72-A3","lat":-1.7775816,"lon":37.1097748}
{"firmware":"0.21","device":"F3-D1-76-43-6A-7A","lat":59.9000274,"lon":150.8632131}
{"firmware":"4.0.5","device":"0D-42-37-46-99-AF","lat":51.2228143,"lon":19.3045833}
{"firmware":"5.0","device":"6B-B3-99-A4-99-05","lat":29.222417,"lon":89.982425}
{"firmware":"4.66","device":"B3-B2-51-3D-B0-55","lat":23.404165,"lon":113.220218}
{"firmware":"0.67","device":"CE-F6-EC-E0-68-F2","lat":-8.6158919,"lon":116.221602}
{"firmware":"0.89","device":"18-B2-EC-57-97-B4","lat":55.1860004,"lon":44.1197993}
{"firmware":"8.1.9","device":"AD-4C-DA-DD-88-A0","lat":-33.0276981,"lon":17.9176312}
{"firmware":"1.76","device":"63-F9-8C-87-B9-8C","lat":33.955844,"lon":116.798265}
{"firmware":"0.5.6","device":"0E-48-AE-6F-FE-8B","lat":14.6639812,"lon":121.022408}
{"firmware":"6.80","device":"D8-02-C8-35-0F-4D","lat":49.154057,"lon":23.0280055}
{"firmware":"5.0.4","device":"C7-BE-77-77-12-C5","lat":14.5014709,"lon":121.0421391}
{"firmware":"0.4.2","device":"28-92-85-D1-88-24","lat":47.236015,"lon":127.114832}
{"firmware":"3.0.3","device":"97-E4-5D-96-84-39","lat":52.3863062,"lon":9.7156831}
{"firmware":"0.5.1","device":"FC-20-A3-6B-57-EC","lat":38.9190379,"lon":20.8889257}
{"firmware":"0.7.1","device":"B5-9E-56-1F-5D-A0","lat":-10.07722,"lon":-76.21194}
{"firmware":"7.3","device":"52-E0-8D-57-58-38","lat":-6.9318,"lon":111.2882}
{"firmware":"5.45","device":"FA-3B-0F-9B-5B-5A","lat":-54.281149,"lon":-36.5087385}
{"firmware":"0.14","device":"B2-91-EA-3A-74-09","lat":44.8601051,"lon":78.7628605}
{"firmware":"4.24","device":"94-65-38-10-EE-F6","lat":42.4008473,"lon":21.4332317}
{"firmware":"0.9.3","device":"6D-23-C5-2D-FC-A5","lat":16.7136708,"lon":103.3125299}
{"firmware":"0.2.5","device":"08-DB-ED-A3-89-88","lat":15.01667,"lon":48.01667}
{"firmware":"5.9.1","device":"71-99-16-90-BF-F5","lat":32.4487329,"lon":74.3988615}
